Country,ISO3,Indicator,Unit,Source,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Sub-Region,Income Group,Area (KM²),Density (KM²)
Colombia,XEZ,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.680301031885565,-0.7765945364444091,-0.5216379216311,1.211875268650903,1.1783142603691257,1.9920792011910304,1.2206949586070328,0.7783833924552388,2.5989753034079,-1.5038245329109934,1.643178732646363,-0.4990434493700078,-1.2599091421498336,2.641031414196422,-1.4416814795350401,2.735346065463439,2.2633331549457036,1.3836906707009478,2.9137032981504882,0.0046977458934667204,-0.11104465969117072,-0.5801077353176203,2.340469020819466,1.8490563495700867,2.403258185096486,2.778491168273506,2.2365257904267573,2.5485652306954236,2.358913975683449,-1.1041471316513,0.7850251692499177,-1.4754614545603777,0.9979306375882224,2.8602931483642458,-1.540455420216381,2.185779786583577,1.9357281807713278,-1.7380243123864518,-0.31145306104877735,-0.25315980594812215,0.5219515305056754,-1.7563183282850963,1.8475545626647056,2.542984439188041,-1.2690463197744193,1.2015041542063436,0.4892332281103209,-1.1004150703456588,0.6846418945629091,1.249463927443594,-0.8138151579396806,2.807611229870848,0.5272314367933548,0.322646661397632,0.7139829954896881,1.8197995792413324,2.1478466120763144,1.7145974236205141,2.5089907654866614,0.5214748482763518,2.3232189442100255,-1.200144222227364,Latin America & Caribbean,High income,10685357.0,7
Sri Lanka,HJY,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,0.5443731325088765,2.9329521732069637,2.102490089226337,-0.20547045486961668,0.02590495999340936,-1.8348420277664927,0.3468231110884159,-1.0761115919408075,0.9839680138559475,2.797950181407444,1.817206109890185,-1.4084428706932366,-1.218718635512881,1.2246162200542212,-1.0832973487500301,-0.782749617275527,0.632705886375966,0.34084136320929215,-1.4047925269738142,0.21643564791886627,-0.9905824299014714,2.656504446565158,-0.763163548370454,1.575595817226362,-1.757206106166486,1.156828582034192,-0.0018404008480099598,1.4081306513933747,-0.7585473505614435,-1.022583564386184,-0.5818048030128842,0.7107878017312936,1.239596338669485,2.6969250034564016,2.842229848527709,-1.3269636578595994,1.6305427450674084,0.6709341491669654,0.7310786603741066,2.705169717383332,1.4457495821098445,-0.47657597019951536,0.07280353888965152,-0.18909510982545985,1.8083609838658394,2.346981245488881,1.6977102087385094,0.48758294353181153,0.8980647085396756,1.6506160134176975,-1.8698807514188247,2.0502650691625846,-1.4368655986714234,0.24836398849103603,1.8226761575625838,-1.3568915061086666,1.8303686938645596,2.454352539080336,1.3955993551783688,0.6840589131367909,1.9324581541128598,1.8590444501733652,South Asia,Low income,5496926.0,87
Albania,FHC,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.9410947231841913,1.9914916844012631,1.5227586064224772,-0.4649509313162097,-1.7773980544327477,-1.6121607197340064,-1.8910930305046647,-0.21244850951294847,-1.0962592070866881,0.2194627200354038,-0.6806844992760301,-0.9625304375203259,0.7938399699320255,-1.5189505656195417,-0.7660383497712173,0.09846633456334963,1.9707461575279663,0.6628067828898025,-1.9709827647433291,-1.732152689925676,1.184306564748744,-0.7883818701117704,-1.4023188097198545,-0.790188472337535,-0.41043337390815315,2.8272915861498893,1.8740668660926705,0.5491900941587371,-0.5635687677311645,-0.9634940948688664,0.6615982238998082,-1.1020215860247444,1.9194113475899357,2.169745054599078,-1.4351871042740532,0.13503166359662222,-0.9148118192351922,-0.9568977573962987,-0.3093149930812038,-1.0424981768295893,2.973639077259585,-0.8261804523240472,0.9525241915697276,0.7011036618956554,-1.874743450600204,-1.2046585036989188,-0.11343633704576916,1.8053796401712687,2.1215106332499998,1.227855181575273,0.47797799200327695,-1.1667425222740473,1.3696050280364704,0.2537372490872185,1.0352756038240036,-1.125230378562681,0.6347199079883992,2.7402213954684598,2.0817803157079195,0.1686185230813142,0.6132688243645252,-1.798496610457318,Europe & Central Asia,Lower middle income,14565919.0,320
United Kingdom,QAE,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.8573877838627666,1.0587004539475564,1.101169562899118,2.609251343587178,2.284135942412444,1.1378811649603602,0.15070144519024709,2.7228870274527504,2.634407580111607,2.5214995016094415,-1.920349916445152,-0.19555510461130332,-0.0541705212220287,0.5553882430677355,-0.7941799906885554,-1.760386618160971,2.2896272813942806,-1.0591185103940814,1.2767193245707897,-1.1468448941207026,-0.6002671457196134,-1.560847797549345,-1.5726933136791699,1.9944564139908185,-0.7688871287419123,-1.2918631699922423,-1.4616944333057535,-1.0715752223012043,1.0007757912556308,-0.4218290816267909,1.6379236942793582,0.8358505481353218,1.8064311892963243,0.9576443522270051,2.0887034390454025,2.216480107578592,-0.4093557193374431,0.013478351983177372,-1.5886072301590057,-1.212005728827382,-1.5685528746999482,2.408599215134811,-1.8723750629607976,2.9711076588240495,0.5035343491649003,-1.8042254995335554,0.2072156851452962,-0.8702030891024097,0.32250568813497615,2.8965330977624957,0.5430354128374342,0.699789767600651,2.529911975933805,0.5896812520734884,1.4030150807736903,0.318753111603415,0.736466961747241,-1.5524926920312554,0.4891101761654033,0.47949783453857586,0.5601355477420782,1.0548643968400047,North America,Upper middle income,16404973.0,353
United Kingdom,EFN,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,0.5918603944682657,2.4351629988307693,-1.6562764085260089,0.7672516887608278,-1.1388400362091367,-0.8695151021244873,1.8106361863651337,0.04552589020599118,0.5950276145889588,2.4073851828622326,-1.9123065378722401,0.07982704755068593,-1.102528885576759,-0.1810982229137137,1.4777972355173707,0.29688938796563136,-0.010598988331955717,2.9067373179574947,2.108977256823551,0.3750403248219647,-1.2297657643795172,0.43282743116996825,-1.3412867364501884,1.0084333674613561,-0.6064252847688127,0.17243755980411724,-0.3025376839378162,1.225793685666023,0.2503009905649156,1.9776329735768279,-0.3697699360126787,0.5364475589746247,2.5343750945749735,0.38132459472209,0.8780265909966367,0.8181640169557385,0.41837963581113824,1.5872382176435957,0.04920246516417226,2.380613058226536,-0.5948591418494014,-1.7400870894755203,-0.0275154374649742,2.542153663144565,-1.6101623056596313,-0.3998767585505525,-1.9476150753670938,-1.6798631542684932,2.2046866633881077,1.9312339320045493,-0.32411520716353337,1.615800009803165,-0.9631836546319406,1.6228015994888878,-1.4085796021757435,-0.7942244696426175,1.629238065771403,2.877757758671814,2.015252806603268,2.3059133112116728,-0.7834284504800808,1.2494770333860812,North America,High income,7761002.0,269
Slovakia (Slovak Republic),AIS,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.6357618684739297,2.7335269372914768,2.7056444035077662,1.2419284189838122,0.1242492391612866,-1.0608405656183182,2.7659352844686644,-0.6708635962407377,-0.33659879088936906,-1.1068282385333372,-1.9018537445899208,0.2790300774817256,0.4615261060293743,1.3438650733279336,0.7058472353841667,-0.7373229288293186,1.325143333308798,2.298378940739898,2.0069802547035547,0.728517283462101,-1.793105382067404,0.9194078295657597,0.4469618579675467,1.0614250891578325,0.5637832016992923,-1.5620404932990877,-1.2964234792896634,1.1927625430413373,-0.27551230583043074,1.1920687292589687,-0.7116781578197173,2.820924480305803,-0.04191855214487061,1.7792814691035828,-0.23115736595811054,-1.3564469551527096,0.045249220864440165,0.6426835333957865,1.2776611790635366,0.14413353850448907,2.5505941202506257,2.5195578765887685,0.6152033891651993,-0.7919923885541045,-1.1447724308573974,-1.0408950910085617,1.1576250747404062,2.1304664600558034,1.536606128739081,0.05187093770902429,-0.08276487509592423,1.3272332003842142,0.2634704678406381,2.2493008081542705,-0.32194289403028264,1.2317385767926559,0.013630505725594766,-0.9570900693647797,-1.1818166299340382,-0.6309444077647002,0.8590624796891917,0.9135034101343535,Sub-Saharan Africa,Upper middle income,16437949.0,43
Turks and Caicos Islands,HZC,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.121386708061543,-1.4022586017309995,0.7071889583300699,0.947360207417566,2.4345387746591234,-1.031273965414663,-0.6013729449293752,-0.7385269967054158,0.15963206785614936,2.6208679580711545,-0.8575055541160559,2.655309026862894,-1.789179395183103,-0.6074940701711937,2.711093963381254,0.4320679276349244,1.4127339023309595,-1.1979411135578015,2.5622361026460014,2.7555063435738907,1.5235784194262347,-0.41964152042103775,2.368944218391814,2.0692058131460307,2.271867567122692,-1.8045451861210924,-0.4245491488787505,1.507451892500094,-1.8742223867850432,0.8237546195676018,1.1645309022005232,-0.03488153538758976,1.5333541292468391,-0.8244366459414132,2.315906058923618,1.5238085180678254,0.07224967010901207,1.0061661073348125,-0.2565282707017533,-0.29250894195087684,-0.6506146230762926,-0.5178416049047341,2.786940247912618,0.07354026253899315,0.8698561970166581,-0.15590728902797757,2.1553647266329374,1.0911675513014787,-0.5151860032651872,2.413710755682083,-1.9584164960030452,-0.9567942409433243,-1.7082332303344065,2.0196884603565834,1.929896066476684,-0.7653701687010965,-1.2066952083201392,1.1861718013067941,-0.7605599810033719,-0.9258104174537483,0.22108820202723933,-1.2279033330475384,Europe & Central Asia,Lower middle income,8362314.0,324
Grenada,ZQU,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.6373171668599373,-0.9644948857670288,-1.550197028185841,-0.5367062805093241,1.2167711657992544,0.607224270707488,-1.8292260498236816,-0.28672088161106757,1.3647391133576843,1.210227727708105,-1.1825354015042286,-1.8054421581602447,-1.2589008166427977,2.346045442453696,2.1929797537403166,2.4456824861555475,1.110045383973461,-1.1985561622655276,0.02934044850231521,2.0806878291724056,-0.2742725473205503,1.198632783898998,-1.9924050219800948,-0.465685967314881,2.206269073165344,-1.2175822463675905,-0.6844755848745074,-1.8001278365798754,1.847658135473086,1.078706404231728,1.0820978595432291,2.9853920487386905,2.5934785565513163,-1.5784022508349702,-1.4011816164146944,-1.2070578777958918,0.6453284006261528,-1.5548404176753405,-0.7028609321667127,2.6509448428237885,0.07786283118597881,-0.3119869405710194,-0.8247742033585204,-0.6019212118510295,1.3485866441856786,-1.8052583779057745,-0.5173404723858122,2.0854393621361718,1.4258998043346511,2.612406199969885,-1.6286739972321311,-1.2616148740336401,-1.5284571341425095,0.5468406079217019,0.04697564388158826,0.051207063739736824,1.8148057442607803,0.35290855244764074,1.9056250893449702,-1.3850755030216844,-1.5732984010546107,-1.048644508118822,East Asia & Pacific,Lower middle income,1529066.0,229
Vanuatu,FZB,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.3952189475015406,2.4456616020052033,-1.330591110752402,-1.2296811771618037,2.678761951945024,1.966990421635125,-0.8951276758117515,1.7475072991344387,1.0370236514750322,-0.3411741108971027,0.5686498331830916,0.8415138004462834,-1.5279328107982009,-1.890650516419619,-1.2557862736143188,1.6222847330497383,-1.8495400627592955,-1.5522812327388191,0.09178495811057985,1.7700244372022573,-1.1599333610616713,-1.2815493765454655,-1.6507149234572926,-0.9159172543209819,1.9639251394352115,2.5306452025405184,1.1390010950282972,-1.0500698587381252,1.4087080817217603,-1.5236230827897677,1.9111990700912722,-0.5945736717384964,0.00452285890809323,0.11613375294739825,1.9979332571213213,-1.611160699645303,1.511225294139178,0.5737946003193573,0.23980404583274506,1.3107279146420066,2.428231697187573,0.8767251412311596,-0.08372330111584603,0.8052210537095918,0.43430831220434474,0.3780943019628835,1.047692691210051,1.967418835395164,2.2454363656157152,0.9007454869157878,0.6743439016623078,2.745552525959959,-0.7742200439078744,1.9727145220547517,-1.3118400080748724,-1.6791284574949428,0.5783449038493638,1.0873883139183849,-1.64222908460321,-1.980462842485542,0.19640588269648385,2.3281959984687433,Sub-Saharan Africa,Low income,11728219.0,149
Reunion,ZCK,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.7032586420961051,-1.0849077808640522,1.7990914547009553,-0.7149015174342104,0.05330186498331946,-1.9499505342862793,0.40236706066475936,0.48536037770118146,0.49454638721380695,1.8688775828607942,-0.049299116530282294,-0.629985187100907,-0.01781079677524766,-0.9236082460958626,2.6228017600311446,0.7899642200485331,1.5085944044268462,-1.545510623358231,-0.059087350446523246,1.9228261758424887,-0.3038646743382072,1.0597739768628522,0.7020796102715945,2.286908912422631,-0.6737987369811853,1.6676062863557002,0.06447392344921621,-1.9906434173405723,2.384539199883661,0.18454192664683333,1.6224473762544211,-1.9655628308322037,2.961428955183453,2.554149038362639,-0.19986847517320316,0.9438146628146438,-1.130607649687235,-1.706510410795156,1.4221332750945583,0.9616777093590501,-0.28069047138583825,1.3518293796797627,2.206203470827318,-1.35570375706126,2.612392254187802,1.1826073221508966,1.7734452961807485,-1.4482856637730546,1.557548857663995,-1.5216877311303705,-0.7308887993144035,-1.5464700337916242,0.9230502881000158,2.144586568089183,0.011300088674303765,-0.5551790676639283,1.3174136473311138,-0.6042624746859531,-1.5326057856312496,0.030448756721155767,1.3573802948112457,2.759333790603927,Latin America & Caribbean,Low income,3931566.0,273
Dominican Republic,VKS,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.7515708169412507,1.993063000112513,0.8582971300752846,1.208871920159389,2.032935191195591,-1.2773770980651298,-1.6325949689389572,-0.004361272032153973,-1.9575828056951403,2.7595620333609308,2.7896647401742536,1.0468108054746583,0.688342280645815,1.1180395318797398,0.2421409460396009,-0.24242589899560052,-1.4055023746804305,2.9401296946095927,0.965383441522977,-0.6758210981829604,1.7533823374787518,-0.28120330895250456,0.8629679142760422,-0.45523023779735317,0.9848761916031963,1.1285040754309694,2.1998867556336927,2.0305713118206246,-1.1263762713705043,1.8851904110544853,-1.8098937067126302,0.5342408962878418,-0.9634437399772953,-1.7345530181143785,2.2211300388083908,-0.43905484786405546,0.5107097768358528,-0.7009543618925023,0.5213149569146887,-0.5500112983181764,2.180316581946963,1.6005199958208731,-0.9088073244029791,1.2587145822006542,-0.6001083071485258,0.4705030021556498,-1.0706292067055194,-0.8067105824129122,2.786724209087655,-1.4114483859653326,-1.1493209129014645,2.4717779389294554,1.8027808174332471,-0.9570912018023019,1.3263607009240226,-1.9373778176363137,-1.8524769219720998,0.22814074045395216,2.817025372356575,1.373794014635258,0.4579265237016301,-1.5536209577220803,Middle East & North Africa,Low income,2061110.0,431
Bosnia and Herzegovina,AMX,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,0.2160074887182879,-1.1680881060647885,2.1319965537733268,2.9052409636893133,-0.28138648544602507,-0.4228081722793475,0.24760512732751216,-0.2719346853551434,-1.049404284442542,1.0156351257271767,2.4115591824195013,-1.3710285248793024,1.584759049425311,-1.8588328974839001,2.8467806823899995,-1.398299788588269,-1.6719356861786792,0.23029994092310968,-1.3378373657255813,-0.554623843772553,0.7488975274371583,2.8666224099882456,1.9223182755321244,1.4567466432674414,2.8752209339860944,2.095310859387048,2.2210202623811552,-1.6143005110097735,1.2744737633187162,-0.41373736953126716,1.0951476475540618,-1.9421753662842172,2.020545924631456,2.4430041089264085,1.6694131838488024,-0.2913271486491875,1.3893152143877647,-0.2608537465510734,0.40155706359914634,0.3582985668723646,-1.2566357099418928,-0.6482195357946794,-1.7526037966173673,-1.7186299974030272,2.717439364533039,1.81181985087921,-1.521812690955861,0.8617947318179668,0.5074538482882636,0.8320040227091581,2.280341833705875,1.4756359856520067,-1.642908663284141,1.708329982713059,-0.678386354643467,-1.942989837074863,-1.755045276524363,0.09278860052770588,2.6039494378249373,0.567369155574128,-1.0013242385383763,-1.8219829921810375,North America,Low income,14869689.0,381
Japan,KVR,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.074411375371394,-0.16465858577078984,1.083813478564934,-1.0366372369258978,-1.4260087883790056,2.9612896017049177,1.2013441167561947,2.6917570605935914,-0.18141933788300646,-1.0734264587441777,1.352203122406181,1.2287239065979523,-1.7420147184428552,-0.23029730698359785,0.3315707681365372,-0.7918849198317655,-1.441652803664276,2.5034553483128983,-0.3610377305953598,-0.2611640847074157,2.0863840864557224,2.699167551943944,0.6460950216126031,1.7388387841091584,-0.5546052941583806,0.21606271127755772,-1.294495118349525,0.4684801435408925,2.702391290101123,-1.3075086235642375,2.9243989950489357,-1.5762463502560968,-1.0400807393262665,-0.720603410782336,0.29464870624032313,-1.104441426050619,1.6731374126395258,-1.5861402505034858,1.9507875515730175,-1.465155293037203,-0.6171333848175564,1.7788834147105241,-0.5128684752257144,-1.9232841234868134,1.2068221241527568,-1.1316927687104477,2.847242824482433,-1.8089308325145752,1.7749553849125164,-1.3955572170369905,1.7191791355569315,-1.5828615848718757,2.6351768198338714,-1.5113775491666512,0.870464101380672,-1.690598967011839,-1.1667313365558745,-0.7398615804375694,-1.4112382758133861,1.9553434091408244,1.3932792086636496,2.4228102971371053,South Asia,High income,8978175.0,356
